Магазин,Координаты,Время покупки,Категории,Бренды,Номер карточки,Количество товаров,Стоимость покупок
Винлаб,"(59.9243299,30.3058882)",2024-05-23 14:57:08.146809,"{'Ликер', 'Портвейн', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Ром', 'Водка', 'Пиво', 'Виски'}","{'Абсолют', 'Leffe', 'Patron', 'Courvoisier', ""Jack Daniel's"", 'Stella Artois', 'Cinzano Bianco', ""Cockburn's"", 'Hennessy', 'Русский Стандарт', 'Amaretto', 'Espolon', 'Инкерман', ""Fuller's"", 'Havana Club', 'Балтика 7', 'Bass Pale Ale', 'Арарат'}",5469 6373 7367 4706,22,31620
Винограция,"(59.9048923,30.3123024)",2023-01-14 10:07:14.943988,"{'Портвейн', 'Эль', 'Шампанское', 'Сидр', 'Пиво'}","{'Bosca', ""Dow's"", 'Old Speckled Hen', 'Strongbow', 'Newcastle Brown Ale', 'Heineken', 'Somersby', 'Hoegaarden'}",2206 3136 6596 5961,8,2280
Красное&Белое,"(59.9111297,30.3180203)",2023-02-25 22:14:20.645486,"{'Ликер', 'Бренди', 'Портвейн', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Ром', 'Водка', 'Пиво'}","{'Sandeman', 'Metaxa', 'Арарат', 'Newcastle Brown Ale', 'Espolon', 'Инкерман', 'Old Speckled Hen', ""Sheridan's"", 'Hennessy', 'Русский Стандарт', 'Amstel', ""Cockburn's"", 'Martini Rosso', 'Kilkenny', 'Массандра', 'Leffe', 'Olmeca', 'Captain Morgan', 'Kahlua', 'Remy Martin'}",2202 2818 7341 1471,23,23130
Shopideal,"(59.9251825,30.3183112)",2023-01-10 12:35:42.016453,"{'Наушники', 'Жесткий диск', 'Фотоаппарат', 'Внешний жесткий диск', 'Видеокарта'}","{'Seagate', 'Nvidia', 'Sony', 'Samsung', 'Sennheiser'}",2204 3269 1654 3534,5,72700
РосАл,"(59.922469,30.3313641)",2023-11-25 20:57:15.776464,"{'Бренди', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{'Cinzano Bianco', 'Hennessy', 'Guinness', 'Русский Стандарт', 'Strongbow', 'Amstel', 'Martini Asti', 'Moet & Chandon', 'Zacapa', 'Bombay Sapphire', 'Torres', 'Ararat', 'Martini Rosso', 'Veuve Clicquot', 'Magners', 'Leffe', ""Fuller's"", 'Vecchia Romagna', 'Somersby', 'Sailor Jerry', 'Captain Morgan', 'Remy Martin'}",2200 6554 3123 6279,22,32290
Пятёрочка,"(59.9117096,30.2825035)",2024-06-09 12:06:04.648764,"{'Крупы', 'Бытовая химия', 'Детские товары', 'Корма для животных', 'Кофе', 'Коньяк', 'Бакалея', 'Молоко', 'Напитки', 'Колбаса', 'Консервы', 'Замороженные продукты'}","{'Морозко', 'Простоквашино', 'Махеев', 'Солнце и Луна', 'Останкино', 'Rich', 'Hennessy', 'Мистер Мускул', 'Националь', 'Шебекинские', 'Whiskas', 'Jacobs', 'Bonduelle'}",2200 2662 5527 5332,13,5465
Главпиво,"(59.9194178,30.2879821)",2024-06-22 10:29:52.346644,"{'Ликер', 'Джин', 'Эль', 'Текила', 'Шампанское', 'Ром', 'Сидр', 'Пиво'}","{'Veuve Clicquot', 'Fizzy', 'Carlsberg', 'Patron', 'Don Julio', ""Sheridan's"", ""Gordon's"", 'Newcastle Brown Ale', 'Amstel', 'Havana Club', 'Captain Morgan', 'Kahlua'}",2206 5433 4018 5002,14,20580
MigMag,"(59.9346865,30.3107495)",2024-01-24 13:33:59.903757,"{'Ликер', 'Бренди', 'Портвейн', 'Вермуты', 'Вино', 'Текила', 'Сидр', 'Виски'}","{""Dow's"", 'Cinzano Bianco', ""Cockburn's"", 'Chivas Regal', 'Ararat', 'Espolon', 'Шато Тамань', 'Somersby', 'Jose Cuervo', 'Malibu', 'Kahlua'}",5443 2502 4126 2450,11,13560
Krebspub,"(59.927954,30.3272945)",2023-03-26 19:52:16.195300,"{'Ликер', 'Бренди', 'Портвейн', 'Вермуты', 'Вино', 'Ром', 'Водка', 'Пиво'}","{'Царская', ""Sheridan's"", 'Ararat', 'Шато Тамань', 'Hoegaarden', ""Graham's"", 'Havana Club', 'Kahlua', 'Carpano'}",2204 8255 7631 4210,9,10120
Дикси,"(59.9238356,30.3292796)",2023-04-06 19:13:40.915778,"{'Хлебобулочные', 'Туалетная бумага', 'Косметика и уход', 'Мясо', 'Кофе и чай', 'Гель для душа', 'Салфетки', 'Молочные продукты', 'Соусы и специи', 'Собачий корм', 'Вино', 'Средство для чистки', 'Водка', 'Замороженные овощи', 'Сок', 'Полуфабрикаты', 'Кетчуп', 'Замороженные продукты'}","{'Белуга', 'Ahmad Tea', 'Фруктовый Сад', 'Pedigree', 'Dove', 'Comet', 'Heinz', 'Тавр', 'Русский Стандарт', 'Kleenex', 'Шардоне', 'Rexona', 'Савушкин', 'Hortex', 'Элика', 'Торчин', 'Zewa', 'Дымов', 'Булочная Столичная', 'Nivea'}",4272 1710 6488 9349,21,5455
DNS,"(59.9279708,30.3189765)",2023-10-07 12:03:26.001317,"{'Планшет', 'Игровая консоль', 'Часы', 'Микрофон', 'Флешка', 'Умная колонка', 'Электронная книга', 'Видеокарта', 'Сканер'}","{'Shure', 'Huawei', 'Nvidia', 'Microsoft', 'Canon', 'SanDisk', 'Rode', 'Sony', 'Garmin', 'ONYX', 'Kindle', 'Google'}",2202 6169 4101 1542,13,222500
Ароматный мир,"(59.9049988,30.3149052)",2023-01-05 16:42:15.619042,"{'Ликер', 'Бренди', 'Вермуты', 'Эль', 'Вино', 'Ром', 'Водка', 'Пиво', 'Виски'}","{'Белуга', 'Zacapa', 'Baileys', 'Абсолют', ""Jack Daniel's"", 'Царская', ""Sheridan's"", 'Ararat', 'Bacardi', 'Инкерман', 'Martini Rosso', 'Hoegaarden', 'Kilkenny', 'Amaretto', 'Балтика 7', 'Bass Pale Ale', 'Kahlua', 'Carpano'}",5469 2022 4612 5525,20,24680
Дикси,"(59.921656,30.2865236)",2024-06-29 11:35:47.945653,"{'Колбасные изделия', 'Средство для чистки', 'Сметана', 'Овощи', 'Замороженные продукты', 'Детские товары', 'Кофе', 'Салфетки', 'Моющее средство', 'Печенье', 'Мясо', 'Косметика и уход', 'Сладости', 'Молочные продукты', 'Бакалея', 'Рыба и морепродукты', 'Зубная паста', 'Молоко', 'Напитки', 'Полуфабрикаты'}","{'Colgate', 'Comet', 'Сибирская коллекция', 'Агроферма', 'Pampers', 'Мираторг', 'Балтийский берег', 'Черкизово', 'Юбилейное', 'Зеленая линия', 'Аленка', 'Nescafe', 'Tide', 'Кока-Кола', 'Zewa', 'Домик в деревне', 'Шебекинские', 'Splat', 'Простоквашино', 'Nivea'}",5443 6916 4557 3300,22,4238
Redmond,"(59.9257833,30.3158463)",2024-02-09 09:42:51.257646,"{'Роутер', 'Планшет', 'Принтер', 'Проектор', 'Жесткий диск', 'Игровая консоль', 'Клавиатура', 'Внешний жесткий диск', 'Флешка', 'Умная колонка', 'Электронная книга', 'Телевизор', 'Смартфон', 'Сканер'}","{'Seagate', 'Xiaomi', 'PocketBook', 'Brother', 'Yandex', 'Linksys', 'Huawei', 'Transcend', 'ASUS', 'Amazon', 'Sony', 'Epson', 'WD', 'Razer', 'LG', 'Samsung'}",5443 8745 2856 7062,21,355900
РеалЪ,"(59.9068784,30.3188311)",2024-03-09 16:38:25.945214,"{'Средство для ванной', 'Подгузники', 'Газировка', 'Соусы и специи', 'Печенье', 'Хлебобулочные', 'Колбасные изделия', 'Лапша быстрого приготовления', 'Консервы'}","{'Cillit Bang', 'Coca-Cola', 'Calve', 'Юбилейное', 'Булочный Завод', 'Каравай', 'Окраина', 'Рузком', 'Huggies', 'Доширак'}",2206 2850 5964 3271,10,1831
Xiaomi,"(59.9255429,30.3200101)",2023-07-06 19:44:13.509775,"{'Планшет', 'Принтер', 'Наушники', 'Процессор', 'Проектор', 'Фотоаппарат', 'Часы', 'Флешка', 'Микрофон', 'Умная колонка', 'Электронная книга', 'Смартфон', 'Видеокарта', 'Сканер'}","{'Xiaomi', 'SanDisk', 'Nvidia', 'HP', 'Canon', 'Sony', 'Rode', 'BenQ', 'Apple', 'Kindle', 'AMD', 'Samsung', 'Fitbit', 'Google'}",4276 1224 3882 9183,15,299000
Винлаб,"(59.9049755,30.3420541)",2023-07-26 12:35:45.314128,"{'Портвейн', 'Коньяк', 'Эль', 'Водка', 'Пиво', 'Виски'}","{'Кизлярский', 'Финляндия', ""Jack Daniel's"", ""Cockburn's"", ""Fuller's"", 'Hennessy', 'Heineken', 'The Macallan', 'Kilkenny'}",2202 2166 2071 1818,9,11760
Винлаб,"(59.9049755,30.3420541)",2023-10-21 19:52:07.414810,"{'Бренди', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Ром', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Magners', 'Белуга', 'Carlsberg', 'Финляндия', 'Havana Club', 'Old Speckled Hen', 'Hennessy', 'Noilly Prat', 'Инкерман', 'Vecchia Romagna', 'Шато Тамань', 'The Macallan', 'Kilkenny', 'Somersby', 'Винодельня Фанагория', 'Pliska', 'Tanqueray'}",2204 1785 5524 3212,21,23080
Live Beer,"(59.9227482,30.3303035)",2023-07-23 18:09:51.910732,"{'Эль', 'Вино', 'Ром', 'Сидр', 'Пиво'}","{'Stella Artois', 'Strongbow', 'Шато Тамань', 'Sailor Jerry', 'Bass Pale Ale'}",4277 4985 8110 2534,6,3130
Ароматный мир,"(59.9180564,30.2962661)",2024-02-25 14:44:57.992422,"{'Ликер', 'Эль', 'Вино', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{'Carlsberg', 'Финляндия', 'Царская', ""Fuller's"", 'Bacardi', 'Инкерман', 'Somersby', 'Bass Pale Ale', 'Kahlua'}",2200 5066 9192 5302,10,6970
Ijevan,"(59.9262304,30.3204982)",2023-08-05 10:29:50.236664,"{'Портвейн', 'Вермуты', 'Текила', 'Ром', 'Водка', 'Пиво'}","{""Dow's"", 'Olmeca', 'Царская', 'Campari', 'Amstel', 'Havana Club', 'Fonseca'}",2204 7502 4062 4240,7,7240
DNS,"(59.9150551,30.3479355)",2023-05-26 16:15:45.341635,"{'Наушники', 'Планшет', 'Роутер', 'Процессор', 'Проектор', 'Колонки', 'Фотоаппарат', 'Принтер', 'Мышь', 'Часы', 'Микрофон', 'Флешка', 'Внешний жесткий диск', 'Умная колонка', 'Электронная книга', 'Телевизор', 'Ноутбук', 'Сканер'}","{'Xiaomi', 'Brother', 'WD', 'Olympus', 'Shure', 'Transcend', 'Huawei', 'SteelSeries', 'Rode', 'Lenovo', 'Samsung', 'HP', 'AMD', 'PocketBook', 'Yandex', 'Canon', 'Epson', 'Amazon', 'JBL'}",4277 6334 4386 9380,24,408400
Арарат,"(59.929765,30.3473518)",2023-12-02 13:03:24.647956,"{'Ликер', 'Бренди', 'Портвейн', 'Коньяк', 'Эль', 'Текила', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Pliska', 'Baileys', 'Fizzy', ""Dow's"", 'Царская', ""Sheridan's"", 'Русский Стандарт', 'Espolon', 'Somersby', 'The Macallan', 'Remy Martin', 'Bass Pale Ale', 'Жигулевское'}",4276 6857 2413 7806,16,19510
Градусы,"(59.9214778,30.3534207)",2024-07-15 21:24:42.944770,"{'Бренди', 'Портвейн', 'Джин', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Ром', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Белуга', 'Кизлярский', 'Финляндия', 'Don Julio', 'Torres', ""Jack Daniel's"", 'Old Speckled Hen', ""Gordon's"", 'Guinness', 'Fonseca', 'Strongbow', ""Cockburn's"", 'Espolon', 'Johnnie Walker', 'Sailor Jerry', 'Apple Fox', 'Массандра', 'Courvoisier'}",2206 9377 1669 1986,18,23090
Ароматный мир,"(59.9125574,30.3484434)",2024-03-25 13:30:56.481433,"{'Ликер', 'Бренди', 'Вермуты', 'Коньяк', 'Эль', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Пиво'}","{'Moet & Chandon', 'Белуга', 'Olmeca', 'Old Speckled Hen', ""Sheridan's"", 'Guinness', 'Арарат', 'Noilly Prat', 'Ararat', 'Jose Cuervo', 'Amstel', 'Carpano', 'Sailor Jerry', 'Pliska', 'Bass Pale Ale', 'Жигулевское'}",2206 1113 5490 7937,18,20810
Пятёрочка,"(59.9216699,30.3043033)",2023-12-04 11:07:52.866818,"{'Кофе и чай', 'Кофе', 'Кетчуп', 'Молочные продукты', 'Масло сливочное', 'Моющее средство', 'Освежитель воздуха', 'Кондитерские изделия', 'Бакалея', 'Напитки', 'Хлебобулочные', 'Сметана', 'Рыба и морепродукты', 'Полуфабрикаты', 'Овощи'}","{'Кока-Кола', 'Air Wick', 'Ahmad Tea', 'Крестьянское', 'Бородинский', 'Савушкин', 'Рыбная фабрика', 'Добрый', 'Домик в деревне', 'Тульский', 'Фермерский урожай', 'Сибирская коллекция', 'Мираторг', 'Махеев', 'Jacobs', 'Овощи России', 'Tide'}",4272 4235 9291 4134,18,3055
Дикси,"(59.9368965,30.3364522)",2023-03-21 10:22:56.022863,"{'Хлебобулочные', 'Туалетная бумага', 'Сладости', 'Мусорные пакеты', 'Газировка', 'Молочные продукты', 'Консервы', 'Масло сливочное', 'Вино', 'Средство для стекол', 'Колбасные изделия', 'Соусы и специи', 'Замороженные овощи', 'Мясо', 'Полуфабрикаты', 'Овощи', 'Фрукты'}","{'Папа может', 'Fackelmann', 'Свой урожай', 'Экомилк', 'Останкино', '4 сезона', 'Зеленая Долина', 'Мираторг', 'Овощи России', 'Kleenex', 'Шардоне', 'Бондюэль', 'Юбилейное', 'Савушкин', 'Мистер Мускул', 'Ремит', 'Торчин', 'Чумак', 'Coca-Cola', 'Каравай', 'Агроферма'}",2200 9330 7150 2641,21,2879
Пятёрочка,"(59.9210744,30.3388217)",2024-06-06 14:32:29.488668,"{'Крупы', 'Сладости', 'Бытовая химия', 'Детские товары', 'Коньяк', 'Консервы', 'Бакалея', 'Напитки', 'Хлебобулочные', 'Колбаса', 'Овощи', 'Замороженные продукты'}","{'Lenor', 'Свой урожай', 'Бондюэль', 'Бородинский', 'Юбилейное', 'Pampers', 'Hennessy', 'Дымов', 'Добрый', 'Националь', 'Махеев'}",4272 1204 6467 4984,12,5135
Красное&Белое,"(59.9286428,30.3496876)",2024-08-02 13:47:48.150273,"{'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Вино', 'Водка', 'Сидр', 'Виски'}","{""Hendrick's"", 'Sandeman', 'Абсолют', 'Metaxa', ""Jack Daniel's"", 'Jameson', 'Русский Стандарт', 'Strongbow', 'Martini Rosso', 'Массандра', 'Fonseca'}",2200 3569 4208 9888,11,12450
Ароматный мир,"(59.9180564,30.2962661)",2024-03-01 12:02:22.225379,"{'Бренди', 'Вермуты', 'Эль', 'Вино', 'Текила', 'Сидр', 'Виски'}","{'Magners', 'Don Julio', ""Jack Daniel's"", 'Torres', ""Fuller's"", 'Noilly Prat', 'Массандра'}",5406 1702 6901 7898,8,14570
DNS,"(59.9155222,30.3178112)",2023-03-12 20:21:18.046248,"{'Планшет', 'Наушники', 'Монитор', 'Процессор', 'Принтер', 'Проектор', 'Колонки', 'Фотоаппарат', 'Мышь', 'Часы', 'Флешка', 'Внешний жесткий диск', 'Умная колонка', 'Ноутбук', 'Сканер'}","{'Fitbit', 'Transcend', 'Acer', 'Canon', 'SteelSeries', 'Epson', 'Intel', 'JBL', 'WD', 'BenQ', 'Nikon', 'ADATA', 'AMD', 'Samsung', 'Sennheiser', 'Google'}",4277 3929 5337 6992,23,380200
Красное&Белое,"(59.9295397,30.317209)",2024-02-26 14:29:47.612689,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Эль', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{""Hendrick's"", 'Sandeman', 'Абсолют', 'Fizzy', 'Bosca', 'Don Julio', 'Царская', 'Old Speckled Hen', ""Gordon's"", 'Guinness', 'Советское', 'Русский Стандарт', 'Ararat', 'Espolon', ""Sheridan's"", 'Somersby', 'Captain Morgan', 'Beefeater'}",2204 2757 6745 1362,20,21140
